sample,subsid,pid,name,id,completed,user_last_section,ip,date,time_in,time_out,user_browser,user_setid_dce1,user_language,user_combo,IMP_Order,DCE_pg1,DCE_least1,DCE_most1,DCE_pg2,DCE_least2,DCE_most2,DCE_pg3,DCE_least3,DCE_most3,DCE_pg4,DCE_least4,DCE_most4,DCE_pg5,DCE_least5,DCE_most5,DCE_pg6,DCE_least6,DCE_most6,DCE_pg7,DCE_least7,DCE_most7,DCE_pg8,DCE_least8,DCE_most8,DCE_pg9,DCE_least9,DCE_most9,DCE_pg10,DCE_least10,DCE_most10,DCEclick_1,DCEclick_2,DCEclick_3,DCEclick_4,DCEclick_5,DCEclick_6,DCEclick_7,DCEclick_8,DCEclick_9,DCEclick_10,ocean_days,rec_swim,rec_boat,rec_surf,rec_scuba,rec_powerboat,rec_recfish,rec_sightsee,rec_none,rec_other,rec_specify,jobs_comfish,jobs_aquaculture,jobs_firstnations,jobs_tourism,jobs_transport,jobs_port,jobs_govt,jobs_none,jobs_other,jobs_specify,seafood_eat,foodprovision_general,foodprovision_xx,aboriginalneeds_general,aboriginalneeds_xx,nonfood_general,nonfood_xx,carbonstorage_general,carbonstorage_xx,coastalprotection_general,coastalprotection_xx,coastallivelihood_general,coastallivelihood_xx,tourismrec_general,tourismrec_xx,icons_general,icons_xx,cleanwater_general,cleanwater_xx,biodiversity_general,biodiversity_xx,demoone_gender,demoone_education,demotwo_livedCanada,demotwo_fsa,envr_org,envr_protest,political_party,demothree_income,demothree_householdsize,demothree_age,comments
ON,410093672,,FRENCH10552,10552,,hco_intro.php,,04/03/2014,21:59:01,,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),,FRENCH,1000,12345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,410097329,,FRENCH10553,10553,,hco_intro.php,,04/03/2014,22:18:25,,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),,FRENCH,1001,54321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,410057654,,FRENCH10554,10554,y,hco_thankyou.php,,04/03/2014,22:27:27,22:34:47,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0; BOIE9;FRCA),,FRENCH,1002,12345,9,7,4,2,1,8,3,3,8,7,7,9,10,7,4,5,6,5,8,3,8,6,7,8,1,3,5,4,1,4,,,,,,,,,,,none,,,,,,,,1,,,,,,,,,,1,,,7to11yr,5,,4,,5,,5,,5,,3,,3,,5,,5,,5,,female,HS,,G0W,dontknow,yes,noparty,1,1,55to64,
QC,410338436,,FRENCH10555,10555,y,hco_thankyou.php,,04/03/2014,22:34:27,22:41:42,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,FRENCH,1003,54321,4,2,4,5,2,9,2,2,9,1,7,5,8,3,9,3,3,5,10,7,4,9,2,9,6,2,8,7,7,9,,,,,,,,,,,10to29,,,,,,,,,1,Croisière,,,,,,,,1,,,7to11yr,5,,5,,3,,5,,5,,4,,4,,5,,5,,5,,male,HS,morethan20,J9X,no,no,dontknow,9,2,45to54,Protégez notre environnement bleu est très important aujourd'hui et pour les années à venir.
QC,410290469,,FRENCH10556,10556,y,hco_thankyou.php,,04/03/2014,22:38:05,22:48:08,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.74.9 (KHTML, like Gecko) Version/6.1.2 Safari/537.74.9",,FRENCH,1004,12345,5,6,9,4,6,4,6,7,8,8,6,9,2,1,9,10,7,4,9,3,9,1,3,10,7,7,9,3,3,10,,,,,,,,,,,lessthan5,,,,,1,1,,,,,,,,,,,,1,,,3month,5,,5,,4,,4,,4,,5,,5,,5,,5,,5,,female,graduate,6to10,J3L3P9,no,dontknow,noparty,9,2,35to44,
QC,410338883,,FRENCH10557,10557,y,hco_thankyou.php,,04/03/2014,22:38:22,22:48:46,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",,FRENCH,1005,54321,7,8,4,6,2,6,1,3,1,5,2,6,10,7,1,2,2,1,3,3,4,4,2,6,9,2,4,8,8,6,,,,,,,checked,,,,5to9,1,,,,,,,,,,,,,,,,,1,,,atleast1wk,5,,2,,3,,5,,4,,4,,3,,3,,4,,4,,male,graduate,morethan20,J3G,no,no,liberal,8,2,65plus,
QC,410022398,,FRENCH10558,10558,y,hco_thankyou.php,,04/03/2014,22:38:38,22:49:26,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",,FRENCH,1006,12345,7,5,9,8,8,9,5,2,9,4,2,1,1,7,1,3,5,4,6,8,6,9,7,9,10,7,1,2,8,1,,,,,,,,,checked,,none,,,,,,,,1,,,,,,,,,,1,,,7to11yr,4,,3,,4,,4,,4,,4,,3,,4,,5,,5,,male,HS,morethan20,j0k,no,no,NDP,2,2,65plus,
QC,410341394,,FRENCH10559,10559,y,hco_thankyou.php,,04/03/2014,22:40:56,22:53:30,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; NP06; EIE10;ENUSWOL; rv:11.0) like Gecko,,FRENCH,1007,54321,2,2,9,8,6,9,4,2,5,7,4,5,5,2,10,6,2,3,10,4,10,9,2,9,3,4,10,1,3,10,,,,,,,,,,,30to49,1,1,,,1,,1,,,,,,,,,,,1,,,atleast1wk,5,,3,,3,,5,,5,,4,,5,,5,,5,,5,,female,bachelors,morethan20,g2g,yes,yes,NDP,4,1,55to64,"J'espère que le gouvernement canadien sera plus sensible à la santé des milieux marins et océaniques. c'est important pour les générations futures et pour la planète. Au Canada, c'est un luxe d'être entouré de 3 océans...en plus, j'ai la chance de vivre en bordure du Saint-Laurent pollué par les déchets industriels sans compter la source les fabuleux Grands Lacs!!! C'est un dossier urgent!"
QC,410021865,,FRENCH10560,10560,y,hco_thankyou.php,,04/03/2014,22:40:58,22:45:59,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0,,FRENCH,1008,12345,1,7,1,3,4,8,6,7,8,9,7,9,2,2,9,7,7,9,8,6,9,5,6,9,10,7,1,4,2,1,,,,,,,,,,,5to9,1,,,,1,1,,,,,,,1,,,,,,,,1to2month,4,,3,,4,,4,,4,,4,,3,,4,,5,,4,,male,bachelors,morethan20,J0L,no,no,Bloc,5,3,45to54,
QC,410179756,,FRENCH10561,10561,y,hco_thankyou.php,,04/03/2014,22:42:54,22:51:09,"Mozilla/5.0 (iPad; CPU OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",,FRENCH,1009,54321,7,4,9,10,4,6,1,3,5,9,2,9,4,4,6,6,2,6,3,4,5,2,2,9,5,2,9,8,3,9,,,,,,,,,,,5to9,,,,,1,,,,,,,,,,,,,1,,,1to2month,4,,2,,3,,3,,5,,5,,4,,4,,5,,5,,male,bachelors,morethan20,J3y,no,no,noparty,5,4,45to54,
QC,410044163,,FRENCH10562,10562,,hco_employment.php,,04/03/2014,22:49:50,,"Mozilla/5.0 (Linux; Android 4.3; Venue 8 3830 Build/JSS15Q) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.132 Safari/537.36",,FRENCH,1010,12345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10to29,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,410331597,,FRENCH10563,10563,y,hco_thankyou.php,,04/03/2014,22:50:29,23:01:33,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0,,FRENCH,1011,54321,1,7,3,7,9,5,8,8,9,2,8,10,4,1,2,5,2,10,3,8,10,6,2,6,9,2,4,10,7,10,,,,,,,,,,,10to29,,,,,,1,,,,,,,,,,,,1,,,7to11yr,5,,5,,5,,5,,5,,5,,5,,4,,5,,5,,male,bachelors,,j7n,no,yes,liberal,5,2,65plus,
QC,410249295,,FRENCH10564,10564,,hco_importanceranking_sample_all.php,,04/03/2014,22:56:04,,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,FRENCH,1012,12345,8,6,9,6,2,8,9,2,9,1,7,1,5,2,9,2,2,1,4,2,1,7,7,9,,,,,,,,,,,,,,,,,10to29,,,,,,,,1,,,,,,,,,,1,,,1to2month,5,,2,,4,,5,,5,,3,,4,,5,,5,,5,,,,,,,,,,,,
QC,410155925,,FRENCH10565,10565,y,hco_thankyou.php,,04/03/2014,23:02:13,23:13:15,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; BTRS100158; GTB7.5; InfoPath.1; AskTbORJ/5.15.23.36191; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E),,FRENCH,1013,54321,8,8,9,2,2,9,3,8,3,5,2,9,6,8,3,1,7,1,4,6,1,10,7,1,7,8,9,9,7,9,,,,,,,,,,,5to9,1,,,,,,1,,,,,,,,,,,1,,,1to2yr,5,,3,,5,,5,,5,,5,,5,,5,,5,,5,,male,HS,morethan20,j1t,no,yes,dontknow,9,2,55to64,
QC,410295879,,FRENCH10566,10566,y,hco_thankyou.php,,04/03/2014,23:02:56,23:12:33,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,FRENCH,1014,12345,10,4,1,9,4,9,4,4,1,7,7,5,5,2,5,2,2,1,3,3,5,8,3,1,1,3,5,6,3,6,,,,,,,,,,,lessthan5,,,,,,,,1,,,,,,,,,,1,,,3month,5,,3,,5,,5,,5,,5,,5,,5,,5,,5,,female,HS,morethan20,g2g,no,no,noresponse,9,2,55to64,
QC,410145578,,FRENCH10567,10567,y,hco_thankyou.php,,04/03/2014,23:03:34,23:11:51,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),,FRENCH,1015,54321,1,7,10,5,5,9,10,7,10,7,7,9,8,3,9,3,5,10,9,7,9,2,1,9,4,5,6,6,7,8,,,,,,,,,,,5to9,1,,,,,,,,,,,,,,,,,1,,,7to11yr,3,,3,,3,,,,3,,4,,3,,3,,4,,4,,female,somepost,morethan20,j7c,no,no,noresponse,9,2,55to64,
QC,410280977,,FRENCH10568,10568,y,hco_thankyou.php,,04/03/2014,23:05:47,23:18:15,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",,FRENCH,1016,12345,3,3,8,5,2,9,10,1,6,9,7,9,4,2,6,1,1,7,6,3,8,7,4,9,8,3,9,2,1,9,,,,,,,,,,,none,,,,,,,,1,,,,,,,,,,1,,,1to2yr,2,,2,,2,,4,,4,,4,,4,,4,,4,,4,,male,HS,morethan20,j3r,no,no,dontknow,3,2,55to64,
QC,410329960,,FRENCH10569,10569,y,hco_thankyou.php,,04/03/2014,23:16:12,23:25:30,Mozilla/5.0 (Windows NT 5.1; rv:27.0) Gecko/20100101 Firefox/27.0,,FRENCH,1017,54321,3,3,5,4,2,4,2,2,9,7,7,4,10,7,4,8,3,9,5,2,9,6,2,8,1,3,10,9,2,4,,,,,,,,,,,5to9,1,,,1,,,,,,,,,,,,,,1,,,atleast1wk,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,male,college,morethan20,G6P,no,no,Bloc,4,1,55to64,
QC,410155102,,FRENCH10570,10570,y,hco_thankyou.php,,04/03/2014,23:16:54,23:29:24,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; BOIE9;FRCA; rv:11.0) like Gecko,,FRENCH,1018,12345,9,7,4,4,1,5,6,3,6,8,3,8,3,3,10,7,7,5,1,3,10,2,1,10,5,9,10,10,7,10,,,,,,,,,,,5to9,1,,,,,,,,,,,,,,,,,1,,,3month,3,,4,,3,,3,,4,,4,,3,,4,,4,,4,,female,HS,morethan20,h2m,no,no,dontknow,1,1,55to64,
QC,410149296,,FRENCH10571,10571,y,hco_thankyou.php,,04/03/2014,23:20:48,23:32:01,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0; BOIE9;FRCA),,FRENCH,1019,54321,6,2,6,1,3,5,4,2,6,7,4,9,5,10,6,3,3,8,10,4,7,9,2,9,2,2,9,8,1,9,,,,,,,,,,,none,,,,,,,,1,,,,,,,,,,1,,,1to2month,4,,3,,4,,4,,4,,4,,4,,4,,4,,3,,male,HS,morethan20,H4J,no,no,NDP,3,1,55to64,
QC,410280915,,FRENCH10572,10572,y,hco_thankyou.php,,04/03/2014,23:24:01,23:33:53,"Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25",,FRENCH,1020,12345,1,3,5,7,7,9,8,3,9,2,2,9,4,2,1,5,2,9,3,3,10,6,2,6,9,2,9,10,7,10,,,,,,,,,,,10to29,,,,,,1,,,,,,,,,,,,1,,,3month,5,,3,,4,,3,,4,,4,,4,,4,,5,,5,,male,bachelors,morethan20,G2C,no,no,NDP,4,2,55to64,
QC,410306838,,FRENCH10573,10573,y,hco_thankyou.php,,04/03/2014,23:36:56,23:48:57,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,FRENCH,1021,54321,8,3,9,6,3,8,9,3,4,1,3,10,5,2,10,2,2,9,4,2,4,7,7,9,10,7,1,3,8,10,,,,,,,,,,,none,1,1,,1,1,1,,,,,,,,,,,,1,,,atleast1wk,5,,3,,4,,5,,4,,4,,4,,5,,5,,5,,male,somepost,morethan20,J4M,no,no,NDP,6,2,55to64,
QC,410257800,,FRENCH10574,10574,y,hco_thankyou.php,,04/03/2014,23:39:15,23:46:30,"Mozilla/5.0 (iPad; CPU OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",,FRENCH,1022,12345,8,3,9,2,2,9,3,10,8,5,2,9,6,2,8,1,3,1,4,2,1,10,4,6,7,4,9,9,4,9,,,,,,,,,,,30to49,,,,,,,,1,,,,,,1,1,,,,,,atleast1wk,3,,3,,2,,3,,3,,3,,4,,4,,5,,3,,female,bachelors,morethan20,G7s,no,yes,noresponse,3,2,45to54,
QC,410233509,,FRENCH10575,10575,y,hco_thankyou.php,,04/03/2014,23:45:18,23:52:27,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",,FRENCH,1023,54321,10,6,10,9,7,9,4,6,5,7,7,0,5,6,10,2,2,10,3,3,5,8,3,1,1,7,5,6,7,8,,,,,,,,,,,none,,,,,1,,,,,,,,,,,,,1,,,3to6yr,4,,2,,3,,3,,3,,2,,4,,3,,4,,3,,male,college,morethan20,g6z,no,no,CPC,4,2,55to64,
QC,410005264,,FRENCH10576,10576,y,hco_thankyou.php,,05/03/2014,0:14:05,0:21:35,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; .NET4.0C; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),,FRENCH,1024,12345,1,3,10,5,2,10,10,7,10,7,7,9,8,3,9,3,3,10,9,3,9,2,2,9,4,2,5,6,3,8,,,,,,,,,,,none,,,,,,,,1,,,,,,,,,,1,,,atleast1wk,5,,4,,4,,5,,5,,4,,3,,5,,5,,5,,male,college,morethan20,H2L,no,no,Bloc,3,1,55to64,"Il est urgent de protéger les océans car si ceux-ci continuent de se détériorer, c'est tout ce qui en dépends qui suivra..."
QC,410293405,,FRENCH10577,10577,,hco_importanceranking_sample_all.php,,05/03/2014,0:20:07,,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,FRENCH,1025,54321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5to9,,,,,,,1,,,,,,,,1,,,,,,3to6yr,,,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,
QC,410149752,,FRENCH10578,10578,y,hco_thankyou.php,,05/03/2014,0:21:48,0:28:48,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",,FRENCH,1026,12345,3,3,4,4,2,4,2,2,9,7,7,4,10,7,4,8,3,9,5,2,10,6,3,8,1,3,10,9,3,4,,,,,,,,,,,5to9,1,,,,,,,,,,,,,,,,,1,,,atleast1wk,4,,3,,2,,5,,5,,4,,3,,5,,5,,5,,,college,morethan20,J3Y,no,no,NDP,5,2,55to64,
QC,410137287,,FRENCH10579,10579,y,hco_thankyou.php,,05/03/2014,0:31:02,1:00:40,Mozilla/5.0 (Windows NT 6.1; rv:27.0) Gecko/20100101 Firefox/27.0,,FRENCH,1027,54321,9,2,9,4,6,5,6,7,6,8,1,9,3,3,5,7,7,9,1,3,5,2,2,9,5,6,9,10,7,1,,,,,,,,,,,none,,,,,,,,1,,,,,,,,,,1,,,atleast1wk,4,,5,,4,,5,,5,,4,,4,,4,,5,,4,,female,college,morethan20,H7N,no,no,CPC,3,2,65plus,Sans être défaitiste je ne crois pas que l'être humain réussira à renouveler la face de la terre. Seul Celui qui l'a créé a le pouvoir d'intervenir...et il le fera!
QC,410300530,,FRENCH10580,10580,y,hco_thankyou.php,,05/03/2014,0:32:56,0:42:11,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,FRENCH,1028,12345,6,2,3,1,7,3,4,2,4,7,8,5,5,2,5,3,8,3,10,7,4,9,2,3,2,2,9,8,8,3,,,,,,,,,,,none,,,,,,,,1,,,,,,,,,,,1,,1to2yr,4,,1,,5,,5,,5,,5,,5,,5,,5,,5,,male,HS,morethan20,j5a,no,no,Bloc,4,2,35to44,
QC,410281786,,FRENCH10581,10581,,hco_importanceranking_sample_all.php,,05/03/2014,0:49:42,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0,,FRENCH,1029,54321,1,5,3,7,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,1,,,,,,,,,,1,,,1to2yr,3,,3,,3,,3,,3,,3,,,,3,,3,,3,,,,,,,,,,,,
QC,410159219,,FRENCH10582,10582,y,hco_thankyou.php,,05/03/2014,0:54:32,0:59:10,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",,FRENCH,1030,12345,8,3,1,6,3,6,9,3,9,1,3,1,5,2,6,2,2,1,4,2,1,7,4,8,10,4,6,3,3,8,,,,,,,,,,,5to9,1,,,,,,,,,,,,,,,,,1,,,atleast1wk,5,,2,,4,,4,,4,,5,,4,,5,,5,,5,,male,college,morethan20,h9j,no,no,NDP,9,2,55to64,
QC,410153549,,FRENCH10583,10583,y,hco_thankyou.php,,05/03/2014,0:55:03,1:01:30,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",,FRENCH,1031,54321,8,3,9,2,2,9,3,3,10,5,2,9,6,2,6,1,3,1,4,2,1,10,7,1,7,5,9,9,2,9,,,,,,,,,,,50to100,1,,,,1,,,,,,,,,,,,,1,,,atleast1wk,4,,2,,3,,4,,4,,4,,4,,4,,4,,4,,male,college,morethan20,g8b,no,no,noparty,4,2,55to64,
QC,410176946,,FRENCH10584,10584,y,hco_thankyou.php,,05/03/2014,1:02:32,1:07:40,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0,,FRENCH,1032,12345,2,2,9,3,3,10,6,2,8,9,2,9,8,8,9,5,2,9,1,3,5,7,5,9,10,7,1,4,2,1,,,,,,,,checked,,,5to9,,,,,,,,1,,,,,,,,,,1,,,1to2month,3,,2,,2,,4,,5,,4,,4,,5,,5,,5,,male,bachelors,morethan20,j2c,no,no,NDP,2,2,55to64,
QC,410136635,,FRENCH10585,10585,y,hco_thankyou.php,,05/03/2014,1:03:59,1:11:32,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10",,FRENCH,1033,54321,8,8,3,6,7,3,2,8,10,1,7,5,7,7,4,4,1,5,9,7,9,10,7,10,5,2,10,3,8,4,,,,,,,,,,,10to29,,,,,1,,,,,,,,,,,,,1,,,3month,4,,5,,4,,5,,5,,4,,4,,5,,5,,4,,male,graduate,morethan20,G7H,no,no,Bloc,9,,65plus,
QC,410292700,,FRENCH10586,10586,,hco_intro.php,,05/03/2014,1:08:08,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.34 Safari/534.24",,FRENCH,1034,12345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,410047013,,FRENCH10587,10587,,hco_intro.php,,05/03/2014,1:24:03,,"Mozilla/5.0 (iPad; CPU OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",,FRENCH,1035,54321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,410037276,,FRENCH10588,10588,y,hco_thankyou.php,,05/03/2014,1:26:56,1:30:18,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0,,FRENCH,1036,12345,4,4,6,10,10,1,1,1,3,5,5,9,6,2,3,9,3,4,7,4,9,3,10,5,8,9,6,2,1,9,,,,,,,,,,,none,,,,,,,,1,,,,,,,,,,1,,,Never,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,female,HS,morethan20,G1L 1H5,no,no,CPC,1,2,55to64,
QC,410283962,,FRENCH10589,10589,y,hco_thankyou.php,,05/03/2014,1:32:05,1:45:21,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.76 Safari/537.36",,FRENCH,1037,54321,1,3,1,9,2,9,3,3,10,2,2,9,4,2,1,10,4,1,8,8,9,5,2,9,7,8,9,6,3,7,,,,,,,,,,,10to29,,,,,,,,1,,,,,,,,,,1,,,7to11yr,4,,4,,4,,4,,5,,4,,5,,5,,5,,5,,male,HS,morethan20,h1h,no,no,Bloc,5,3,55to64,Aucune remarque
QC,410269867,,FRENCH10590,10590,,hco_intro.php,,05/03/2014,1:32:12,,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",,FRENCH,1038,12345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
